d3mIndex,V1,V2,V3,Class
0,291.0,802.0,0.532117,2
1,234.0,657.0,0.622671,2
2,332.0,697.0,0.445459,2
3,352.0,772.0,0.524428,2
4,41.0,808.0,0.750236,2
5,372.0,891.0,0.510669,2
6,447.0,951.0,0.70501,2
7,364.0,974.0,0.690813,2
8,359.0,957.0,0.446559,3
9,369.0,915.0,0.542358,2
10,230.0,812.0,0.605478,4
11,82.0,622.0,0.661527,5
12,118.0,654.0,0.608957,5
13,166.0,617.0,0.535437,4
14,350.0,726.0,0.690291,3
15,128.0,814.0,0.7106,5
16,464.0,795.0,0.657085,5
17,484.0,710.0,0.615204,3
18,547.0,974.0,0.697806,3
19,535.0,812.0,0.507639,3
20,945.0,841.0,0.647829,3
21,968.0,857.0,0.692915,4
22,805.0,574.0,0.716553,3
23,679.0,631.0,0.38592,4
24,978.0,132.0,0.682444,5
25,399.0,800.0,0.526573,4
26,423.0,801.0,0.565384,4
27,358.0,679.0,0.558062,4
28,255.0,721.0,0.458401,4
29,479.0,873.0,0.547562,4
30,278.0,16.0,0.384472,1
31,386.0,17.0,0.387792,1
32,411.0,19.0,0.436546,1
33,517.0,17.0,0.361634,1
34,491.0,35.0,0.473706,1
35,571.0,21.0,0.44284,1
36,600.0,19.0,0.390131,1
37,150.0,20.0,0.364166,1
38,235.0,23.0,0.38651,1
39,678.0,24.0,0.361322,1
40,828.0,22.0,0.35295,1
41,978.0,24.0,0.381981,1
42,28.0,28.0,0.379467,1
43,910.0,24.0,0.370734,1
44,64.0,28.0,0.396097,1
45,851.0,29.0,0.439626,1
46,921.0,30.0,0.402946,1
47,456.0,34.0,0.36476,1
48,76.0,37.0,0.380603,1
49,421.0,45.0,0.393083,1
50,321.0,47.0,0.417686,1
51,51.0,48.0,0.490269,1
52,180.0,45.0,0.377272,1
53,622.0,46.0,0.35951,1
54,904.0,48.0,0.356699,1
55,279.0,52.0,0.374569,1
56,599.0,56.0,0.434804,1
57,957.0,53.0,0.393089,1
58,371.0,55.0,0.404636,1
59,860.0,55.0,0.359316,1
60,386.0,58.0,0.406303,1
61,973.0,59.0,0.384712,1
62,991.0,62.0,0.404488,1
63,348.0,65.0,0.403831,1
64,222.0,69.0,0.396435,1
65,436.0,66.0,0.361307,1
66,529.0,69.0,0.427704,1
67,275.0,78.0,0.447412,1
68,443.0,77.0,0.376147,1
69,714.0,80.0,0.390144,1
70,868.0,80.0,0.453973,1
71,93.0,85.0,0.448192,1
72,401.0,91.0,0.479827,1
73,545.0,89.0,0.507229,1
74,368.0,88.0,0.454652,1
75,458.0,90.0,0.389217,1
76,660.0,88.0,0.354018,1
77,825.0,88.0,0.360242,1
78,429.0,97.0,0.494152,1
79,736.0,104.0,0.423408,1
80,768.0,96.0,0.398319,1
81,904.0,101.0,0.37841,1
82,698.0,129.0,0.46224,1
83,162.0,111.0,0.391331,1
84,618.0,109.0,0.382558,1
85,21.0,113.0,0.393653,1
86,432.0,129.0,0.529306,1
87,532.0,114.0,0.355827,1
88,826.0,116.0,0.359497,1
89,641.0,121.0,0.39398,1
90,476.0,122.0,0.366242,1
91,179.0,129.0,0.378418,1
92,761.0,130.0,0.393698,1
93,82.0,131.0,0.417561,1
94,213.0,131.0,0.389335,1
95,850.0,129.0,0.394739,1
96,634.0,131.0,0.360449,1
97,302.0,139.0,0.36942,1
98,521.0,146.0,0.462975,1
99,407.0,147.0,0.431267,1
100,827.0,149.0,0.425118,1
101,168.0,158.0,0.408684,1
102,203.0,161.0,0.508376,1
103,453.0,159.0,0.486022,1
104,45.0,164.0,0.473134,1
105,109.0,165.0,0.472597,1
106,414.0,161.0,0.372546,1
107,795.0,164.0,0.441398,1
108,673.0,164.0,0.402448,1
109,734.0,171.0,0.443759,1
110,421.0,178.0,0.48523,1
111,504.0,176.0,0.368291,1
112,129.0,179.0,0.371565,1
113,222.0,186.0,0.565866,1
114,490.0,206.0,0.426895,1
115,259.0,182.0,0.364441,1
116,606.0,187.0,0.395334,1
117,822.0,183.0,0.366917,1
118,514.0,190.0,0.371634,1
119,551.0,187.0,0.403394,1
120,31.0,192.0,0.378255,1
121,272.0,194.0,0.42179,1
122,832.0,192.0,0.364162,1
123,906.0,194.0,0.427606,1
124,814.0,205.0,0.463748,1
125,307.0,197.0,0.386753,1
126,66.0,202.0,0.37245,1
127,151.0,202.0,0.35681,1
128,176.0,202.0,0.359615,1
129,553.0,203.0,0.35733,1
130,888.0,209.0,0.440336,1
131,756.0,205.0,0.363995,1
132,620.0,209.0,0.386424,1
133,934.0,212.0,0.439851,1
134,257.0,219.0,0.464026,1
135,328.0,217.0,0.473392,1
136,852.0,214.0,0.357896,1
137,632.0,237.0,0.405009,1
138,413.0,232.0,0.546474,1
139,365.0,229.0,0.464664,1
140,665.0,229.0,0.451524,1
141,970.0,236.0,0.453769,1
142,298.0,228.0,0.42584,1
143,910.0,226.0,0.356638,1
144,206.0,232.0,0.397664,1
145,242.0,237.0,0.397058,1
146,739.0,234.0,0.377658,1
147,324.0,237.0,0.372625,1
148,840.0,236.0,0.351445,1
149,162.0,241.0,0.367089,1
150,790.0,240.0,0.366652,1
151,364.0,245.0,0.407111,1
152,886.0,247.0,0.394867,1
153,176.0,259.0,0.453196,1
154,491.0,250.0,0.389101,1
155,951.0,283.0,0.454213,1
156,58.0,257.0,0.386707,1
157,421.0,257.0,0.384891,1
158,278.0,264.0,0.36537,1
159,337.0,264.0,0.434845,1
160,869.0,262.0,0.382411,1
161,131.0,263.0,0.373024,1
162,906.0,270.0,0.414092,1
163,440.0,271.0,0.437927,1
164,653.0,267.0,0.406605,1
165,508.0,281.0,0.468374,1
166,242.0,272.0,0.429597,1
167,400.0,280.0,0.455483,1
168,564.0,275.0,0.377549,1
169,55.0,281.0,0.411652,1
170,299.0,287.0,0.393115,1
171,864.0,286.0,0.358465,1
172,37.0,292.0,0.408957,1
173,74.0,296.0,0.389815,1
174,140.0,294.0,0.414916,1
175,564.0,302.0,0.394958,1
176,365.0,299.0,0.425386,1
177,678.0,296.0,0.350519,1
178,884.0,307.0,0.429395,1
179,47.0,309.0,0.357702,1
180,320.0,313.0,0.446532,1
181,689.0,310.0,0.382575,1
182,765.0,314.0,0.412175,1
183,143.0,312.0,0.405158,1
184,463.0,317.0,0.419334,1
185,244.0,316.0,0.36359,1
186,84.0,324.0,0.434544,1
187,392.0,327.0,0.451617,1
188,516.0,322.0,0.359732,1
189,116.0,333.0,0.427567,1
190,160.0,327.0,0.390364,1
191,998.0,335.0,0.396233,1
192,428.0,329.0,0.368469,1
193,773.0,329.0,0.365508,1
194,588.0,341.0,0.4148,1
195,711.0,341.0,0.429509,1
196,280.0,342.0,0.44505,1
197,403.0,350.0,0.478504,1
198,748.0,340.0,0.38255,1
199,318.0,356.0,0.403824,1
200,530.0,353.0,0.401417,1
201,791.0,352.0,0.404354,1
202,903.0,360.0,0.420191,1
203,211.0,368.0,0.43023,1
204,603.0,368.0,0.411053,1
205,359.0,371.0,0.428718,1
206,28.0,371.0,0.381023,1
207,177.0,368.0,0.375284,1
208,438.0,372.0,0.352146,1
209,338.0,375.0,0.367547,1
210,397.0,397.0,0.588255,1
211,808.0,376.0,0.356459,1
212,920.0,386.0,0.41765,1
213,615.0,389.0,0.430261,1
214,742.0,390.0,0.3563,1
215,258.0,394.0,0.360706,1
216,550.0,397.0,0.409314,1
217,870.0,406.0,0.35539,1
218,276.0,413.0,0.450795,1
219,456.0,415.0,0.43113,1
220,930.0,410.0,0.359152,1
221,42.0,430.0,0.50614,1
222,204.0,417.0,0.481549,1
223,838.0,412.0,0.353438,1
224,558.0,417.0,0.427341,1
225,648.0,436.0,0.461053,1
226,874.0,414.0,0.359823,1
227,610.0,420.0,0.365954,1
228,764.0,424.0,0.439011,1
229,293.0,425.0,0.387069,1
230,858.0,440.0,0.408201,1
231,885.0,434.0,0.382292,1
232,248.0,445.0,0.43195,1
233,361.0,438.0,0.363672,1
234,487.0,438.0,0.367049,1
235,621.0,442.0,0.378752,1
236,598.0,458.0,0.441699,1
237,342.0,449.0,0.381487,1
238,425.0,456.0,0.41739,1
239,80.0,463.0,0.543387,1
240,634.0,464.0,0.418559,1
241,756.0,472.0,0.46442,1
242,277.0,480.0,0.529274,1
243,320.0,480.0,0.499651,1
244,354.0,471.0,0.407751,1
245,409.0,483.0,0.5545,1
246,716.0,470.0,0.376838,1
247,445.0,471.0,0.356417,1
248,114.0,494.0,0.489672,1
249,942.0,481.0,0.370004,1
250,918.0,485.0,0.387798,1
251,515.0,494.0,0.580403,1
252,678.0,490.0,0.458626,1
253,467.0,491.0,0.409355,1
254,633.0,503.0,0.443125,1
255,246.0,491.0,0.368699,1
256,332.0,504.0,0.461358,1
257,906.0,506.0,0.441874,1
258,211.0,505.0,0.421807,1
259,596.0,503.0,0.371397,1
260,842.0,506.0,0.388194,1
261,272.0,510.0,0.363377,1
262,938.0,510.0,0.354668,1
263,18.0,517.0,0.664301,1
264,562.0,528.0,0.478528,1
265,452.0,540.0,0.451385,1
266,530.0,518.0,0.364032,1
267,944.0,518.0,0.355295,1
268,198.0,523.0,0.449235,1
269,86.0,523.0,0.471905,1
270,622.0,546.0,0.45744,1
271,255.0,538.0,0.563275,1
272,933.0,542.0,0.468849,1
273,760.0,536.0,0.410717,1
274,522.0,536.0,0.425344,1
275,210.0,539.0,0.411803,1
276,655.0,540.0,0.367331,1
277,173.0,542.0,0.379316,1
278,728.0,549.0,0.440847,1
279,329.0,552.0,0.429204,1
280,74.0,554.0,0.362475,1
281,165.0,561.0,0.491244,1
282,508.0,571.0,0.518776,1
283,550.0,563.0,0.368664,1
284,586.0,566.0,0.457021,1
285,685.0,577.0,0.410187,1
286,140.0,579.0,0.545265,1
287,198.0,568.0,0.368877,1
288,991.0,577.0,0.374834,1
289,375.0,582.0,0.381878,1
290,606.0,586.0,0.37213,1
291,710.0,582.0,0.390619,1
292,273.0,582.0,0.378221,1
293,649.0,587.0,0.403568,1
294,764.0,583.0,0.360136,1
295,29.0,585.0,0.372474,1
296,767.0,591.0,0.354066,1
297,43.0,594.0,0.384385,1
298,99.0,594.0,0.380105,1
299,392.0,597.0,0.366245,1
300,338.0,605.0,0.373968,1
301,410.0,611.0,0.4467,1
302,676.0,607.0,0.374718,1
303,707.0,609.0,0.373039,1
304,776.0,613.0,0.417042,1
305,552.0,621.0,0.467829,1
306,632.0,615.0,0.427637,1
307,273.0,618.0,0.525729,1
308,357.0,617.0,0.374071,1
309,726.0,628.0,0.396311,1
310,429.0,626.0,0.52072,1
311,780.0,622.0,0.363276,1
312,651.0,627.0,0.447546,1
