d3mIndex,V1,V2,V3,Class
0,291.0,802.0,0.538755,2
1,234.0,657.0,0.620512,2
2,331.0,697.0,0.443227,2
3,352.0,772.0,0.574208,2
4,41.0,808.0,0.758991,2
5,372.0,892.0,0.538957,2
6,447.0,951.0,0.747554,2
7,364.0,974.0,0.706127,2
8,359.0,957.0,0.478071,3
9,368.0,914.0,0.545971,2
10,230.0,811.0,0.607911,4
11,82.0,622.0,0.648503,5
12,118.0,654.0,0.615878,5
13,166.0,617.0,0.552156,4
14,349.0,725.0,0.71727,3
15,128.0,814.0,0.700652,5
16,464.0,794.0,0.640863,5
17,483.0,710.0,0.579615,3
18,546.0,974.0,0.713253,3
19,535.0,812.0,0.53229,3
20,945.0,841.0,0.65309,3
21,968.0,856.0,0.702069,4
22,805.0,573.0,0.690934,3
23,679.0,630.0,0.445181,4
24,978.0,132.0,0.661481,5
25,399.0,800.0,0.558922,4
26,423.0,800.0,0.565849,4
27,358.0,678.0,0.546654,4
28,255.0,721.0,0.495301,4
29,480.0,872.0,0.541334,4
30,278.0,16.0,0.356864,1
31,385.0,16.0,0.358185,1
32,411.0,20.0,0.429404,1
33,571.0,20.0,0.426795,1
34,600.0,19.0,0.382975,1
35,150.0,20.0,0.350395,1
36,235.0,24.0,0.359402,1
37,491.0,35.0,0.460969,1
38,678.0,24.0,0.358206,1
39,27.0,28.0,0.385505,1
40,978.0,24.0,0.350573,1
41,65.0,29.0,0.365609,1
42,850.0,29.0,0.418172,1
43,921.0,29.0,0.382838,1
44,456.0,34.0,0.350712,1
45,76.0,38.0,0.354757,1
46,321.0,47.0,0.411563,1
47,50.0,47.0,0.47039,1
48,422.0,46.0,0.385428,1
49,180.0,45.0,0.366417,1
50,280.0,54.0,0.3844,1
51,598.0,55.0,0.464171,1
52,956.0,52.0,0.367532,1
53,371.0,56.0,0.388185,1
54,385.0,58.0,0.430453,1
55,972.0,58.0,0.359789,1
56,348.0,64.0,0.401471,1
57,991.0,62.0,0.394432,1
58,221.0,67.0,0.416607,1
59,436.0,66.0,0.350279,1
60,529.0,68.0,0.409141,1
61,442.0,76.0,0.392559,1
62,275.0,78.0,0.425569,1
63,867.0,79.0,0.425862,1
64,714.0,80.0,0.357699,1
65,93.0,85.0,0.43429,1
66,401.0,91.0,0.469293,1
67,544.0,88.0,0.476876,1
68,368.0,88.0,0.450994,1
69,824.0,87.0,0.376478,1
70,458.0,89.0,0.381577,1
71,428.0,97.0,0.474584,1
72,729.0,95.0,0.379236,1
73,767.0,96.0,0.393812,1
74,697.0,128.0,0.457934,1
75,740.0,108.0,0.39649,1
76,163.0,112.0,0.365941,1
77,618.0,109.0,0.370582,1
78,20.0,112.0,0.407714,1
79,431.0,128.0,0.543306,1
80,532.0,113.0,0.373159,1
81,640.0,120.0,0.398297,1
82,476.0,122.0,0.37395,1
83,213.0,129.0,0.417187,1
84,179.0,127.0,0.369073,1
85,83.0,130.0,0.410601,1
86,760.0,129.0,0.373449,1
87,850.0,130.0,0.404216,1
88,634.0,131.0,0.353559,1
89,520.0,145.0,0.478074,1
90,407.0,147.0,0.414599,1
91,828.0,149.0,0.383783,1
92,168.0,158.0,0.433143,1
93,453.0,159.0,0.450049,1
94,203.0,161.0,0.513088,1
95,45.0,165.0,0.460279,1
96,109.0,165.0,0.457135,1
97,413.0,159.0,0.394279,1
98,794.0,164.0,0.425144,1
99,673.0,164.0,0.384158,1
100,733.0,170.0,0.432615,1
101,421.0,179.0,0.468555,1
102,308.0,175.0,0.362522,1
103,503.0,175.0,0.373316,1
104,128.0,178.0,0.354905,1
105,488.0,202.0,0.423611,1
106,222.0,185.0,0.530981,1
107,258.0,181.0,0.369289,1
108,606.0,186.0,0.413947,1
109,821.0,182.0,0.369456,1
110,551.0,188.0,0.412515,1
111,515.0,191.0,0.388791,1
112,580.0,188.0,0.356917,1
113,272.0,194.0,0.412044,1
114,906.0,193.0,0.392365,1
115,307.0,196.0,0.375504,1
116,813.0,205.0,0.449054,1
117,67.0,202.0,0.40724,1
118,552.0,202.0,0.363711,1
119,888.0,208.0,0.420624,1
120,256.0,218.0,0.47539,1
121,630.0,232.0,0.425493,1
122,931.0,210.0,0.40173,1
123,327.0,217.0,0.454978,1
124,413.0,231.0,0.546945,1
125,664.0,227.0,0.438414,1
126,297.0,228.0,0.440315,1
127,365.0,236.0,0.45058,1
128,965.0,234.0,0.434529,1
129,206.0,232.0,0.414693,1
130,836.0,230.0,0.351812,1
131,242.0,237.0,0.377342,1
132,740.0,234.0,0.361579,1
133,322.0,237.0,0.363306,1
134,887.0,247.0,0.381179,1
135,980.0,244.0,0.354538,1
136,490.0,250.0,0.390518,1
137,174.0,258.0,0.425351,1
138,986.0,248.0,0.354594,1
139,926.0,255.0,0.387932,1
140,421.0,257.0,0.404218,1
141,60.0,257.0,0.359761,1
142,276.0,260.0,0.354343,1
143,336.0,263.0,0.436227,1
144,130.0,262.0,0.391746,1
145,868.0,261.0,0.365664,1
146,652.0,266.0,0.395937,1
147,440.0,273.0,0.454332,1
148,399.0,278.0,0.48537,1
149,508.0,282.0,0.457684,1
150,907.0,272.0,0.38763,1
151,242.0,272.0,0.408428,1
152,956.0,288.0,0.442705,1
153,282.0,271.0,0.356445,1
154,54.0,280.0,0.395668,1
155,299.0,286.0,0.390916,1
156,37.0,292.0,0.403925,1
157,563.0,302.0,0.415309,1
158,140.0,295.0,0.405972,1
159,364.0,298.0,0.390391,1
160,75.0,298.0,0.371643,1
161,885.0,308.0,0.407694,1
162,320.0,314.0,0.442081,1
163,463.0,317.0,0.46031,1
164,142.0,311.0,0.387764,1
165,689.0,310.0,0.360867,1
166,764.0,314.0,0.398739,1
167,514.0,318.0,0.362685,1
168,84.0,324.0,0.40693,1
169,391.0,326.0,0.461678,1
170,428.0,331.0,0.377881,1
171,998.0,335.0,0.38341,1
172,115.0,332.0,0.408412,1
173,160.0,328.0,0.353874,1
174,773.0,330.0,0.364176,1
175,587.0,340.0,0.412785,1
176,711.0,341.0,0.412431,1
177,280.0,342.0,0.441387,1
178,403.0,350.0,0.486902,1
179,748.0,341.0,0.363869,1
180,317.0,354.0,0.385444,1
181,530.0,353.0,0.388678,1
182,791.0,352.0,0.393228,1
183,196.0,356.0,0.377046,1
184,904.0,361.0,0.407002,1
185,208.0,364.0,0.40429,1
186,602.0,368.0,0.399988,1
187,177.0,368.0,0.368978,1
188,359.0,371.0,0.40178,1
189,221.0,378.0,0.402369,1
190,338.0,375.0,0.372316,1
191,396.0,397.0,0.592282,1
192,920.0,386.0,0.409642,1
193,615.0,389.0,0.407726,1
194,819.0,385.0,0.358124,1
195,742.0,390.0,0.353731,1
196,76.0,393.0,0.359233,1
197,550.0,397.0,0.39971,1
198,871.0,409.0,0.365564,1
199,276.0,413.0,0.421483,1
200,455.0,414.0,0.428749,1
201,930.0,408.0,0.352753,1
202,32.0,422.0,0.495948,1
203,204.0,416.0,0.464607,1
204,557.0,417.0,0.425317,1
205,647.0,435.0,0.458751,1
206,390.0,419.0,0.359827,1
207,764.0,424.0,0.446532,1
208,611.0,422.0,0.362885,1
209,293.0,424.0,0.356408,1
210,857.0,438.0,0.388606,1
211,884.0,433.0,0.380319,1
212,235.0,434.0,0.364866,1
213,56.0,442.0,0.434657,1
214,487.0,438.0,0.37049,1
215,621.0,441.0,0.364654,1
216,250.0,447.0,0.409359,1
217,596.0,456.0,0.434455,1
218,342.0,449.0,0.376243,1
219,425.0,455.0,0.38844,1
220,79.0,462.0,0.536468,1
221,633.0,462.0,0.412746,1
222,498.0,460.0,0.353231,1
223,756.0,472.0,0.473119,1
224,444.0,469.0,0.35847,1
225,716.0,469.0,0.400613,1
226,277.0,480.0,0.521235,1
227,406.0,481.0,0.565353,1
228,354.0,471.0,0.372002,1
229,325.0,491.0,0.486662,1
230,105.0,483.0,0.483517,1
